element,tissue,treatment_mean,control_mean,treatment_variance,control_variance,variance_type,n,unit,data_source,treatment_description,control_description,moderators,confidence,notes,effect_pct,ln_rr,grim_valid,cv_reasonable,direction_expected,paper_id
Zn concentrations (mg kg−1),grain,58.4,45.8,,,,4,mg/kg,Table 3,ZnSO4·7H2O + Sucrose foliar spray (0.4% + 3.0% w/v),Deionized water foliar spray,"{""cultivar"": ""Luyuan 502"", ""N_rate"": ""75 kg/ha"", ""foliar_treatment"": ""ZnSO4 + Sucrose""}",low,Specific cultivar and N rate combination [single-model fallback: Claude only],27.51091703056769,,,,,Dong_2018
Zn concentrations (mg kg−1),grain,48.5,34.9,,,,4,mg/kg,Table 3,ZnSO4·7H2O foliar spray (0.4% w/v),Deionized water foliar spray,"{""cultivar"": ""Jimai 20"", ""N_rate"": ""75 kg/ha"", ""foliar_treatment"": ""ZnSO4 only""}",low,Specific cultivar and N rate combination [single-model fallback: Claude only],38.968481375358174,,,,,Dong_2018
Zn concentrations (mg kg−1),grain,50.5,34.9,,,,4,mg/kg,Table 3,ZnSO4·7H2O + Sucrose foliar spray (0.4% + 3.0% w/v),Deionized water foliar spray,"{""cultivar"": ""Jimai 20"", ""N_rate"": ""75 kg/ha"", ""foliar_treatment"": ""ZnSO4 + Sucrose""}",low,Specific cultivar and N rate combination [single-model fallback: Claude only],44.69914040114614,,,,,Dong_2018
Zn concentrations (mg kg−1),grain,51.7,42.9,,,,4,mg/kg,Table 3,ZnSO4·7H2O foliar spray (0.4% w/v),Deionized water foliar spray,"{""cultivar"": ""Jimai 22"", ""N_rate"": ""75 kg/ha"", ""foliar_treatment"": ""ZnSO4 only""}",low,Specific cultivar and N rate combination [single-model fallback: Claude only],20.51282051282052,,,,,Dong_2018
Zn concentrations (mg kg−1),grain,56.3,42.9,,,,4,mg/kg,Table 3,ZnSO4·7H2O + Sucrose foliar spray (0.4% + 3.0% w/v),Deionized water foliar spray,"{""cultivar"": ""Jimai 22"", ""N_rate"": ""75 kg/ha"", ""foliar_treatment"": ""ZnSO4 + Sucrose""}",low,Specific cultivar and N rate combination [single-model fallback: Claude only],31.235431235431232,,,,,Dong_2018
Zn concentrations (mg kg−1),grain,54.6,43.3,,,,4,mg/kg,Table 3,ZnSO4·7H2O foliar spray (0.4% w/v),Deionized water foliar spray,"{""cultivar"": ""Jinan 17"", ""N_rate"": ""200 kg/ha"", ""foliar_treatment"": ""ZnSO4 only""}",low,Specific cultivar and N rate combination [single-model fallback: Claude only],26.096997690531186,,,,,Dong_2018
Zn concentrations (mg kg−1),grain,59.4,43.3,,,,4,mg/kg,Table 3,ZnSO4·7H2O + Sucrose foliar spray (0.4% + 3.0% w/v),Deionized water foliar spray,"{""cultivar"": ""Jinan 17"", ""N_rate"": ""200 kg/ha"", ""foliar_treatment"": ""ZnSO4 + Sucrose""}",low,Specific cultivar and N rate combination - achieved biofortification target [single-model fallback: Claude only],37.182448036951506,,,,,Dong_2018
Zn concentrations (mg kg−1),grain,60.0,47.7,,,,4,mg/kg,Table 3,ZnSO4·7H2O foliar spray (0.4% w/v),Deionized water foliar spray,"{""cultivar"": ""Luyuan 502"", ""N_rate"": ""200 kg/ha"", ""foliar_treatment"": ""ZnSO4 only""}",low,Specific cultivar and N rate combination [single-model fallback: Claude only],25.786163522012572,,,,,Dong_2018
Zn concentrations (mg kg−1),grain,60.9,47.7,,,,4,mg/kg,Table 3,ZnSO4·7H2O + Sucrose foliar spray (0.4% + 3.0% w/v),Deionized water foliar spray,"{""cultivar"": ""Luyuan 502"", ""N_rate"": ""200 kg/ha"", ""foliar_treatment"": ""ZnSO4 + Sucrose""}",low,Specific cultivar and N rate combination - achieved biofortification target [single-model fallback: Claude only],27.672955974842754,,,,,Dong_2018
Zn concentrations (mg kg−1),grain,49.5,38.7,,,,4,mg/kg,Table 3,ZnSO4·7H2O foliar spray (0.4% w/v),Deionized water foliar spray,"{""cultivar"": ""Jimai 20"", ""N_rate"": ""200 kg/ha"", ""foliar_treatment"": ""ZnSO4 only""}",low,Specific cultivar and N rate combination [single-model fallback: Claude only],27.906976744186036,,,,,Dong_2018
Zn concentrations (mg kg−1),grain,52.4,38.7,,,,4,mg/kg,Table 3,ZnSO4·7H2O + Sucrose foliar spray (0.4% + 3.0% w/v),Deionized water foliar spray,"{""cultivar"": ""Jimai 20"", ""N_rate"": ""200 kg/ha"", ""foliar_treatment"": ""ZnSO4 + Sucrose""}",low,Specific cultivar and N rate combination [single-model fallback: Claude only],35.40051679586562,,,,,Dong_2018
Zn concentrations (mg kg−1),grain,48.3,35.7,,,,4,mg/kg,Table 3,ZnSO4·7H2O foliar spray (0.4% w/v),Deionized water foliar spray,"{""cultivar"": ""Jimai 22"", ""N_rate"": ""200 kg/ha"", ""foliar_treatment"": ""ZnSO4 only""}",low,Specific cultivar and N rate combination [single-model fallback: Claude only],35.294117647058805,,,,,Dong_2018
Zn concentrations (mg kg−1),grain,52.2,35.7,,,,4,mg/kg,Table 3,ZnSO4·7H2O + Sucrose foliar spray (0.4% + 3.0% w/v),Deionized water foliar spray,"{""cultivar"": ""Jimai 22"", ""N_rate"": ""200 kg/ha"", ""foliar_treatment"": ""ZnSO4 + Sucrose""}",low,Specific cultivar and N rate combination [single-model fallback: Claude only],46.21848739495798,,,,,Dong_2018
Zn concentrations (mg kg−1),grain,51.8,40.0,,,,4,mg/kg,Table 3,ZnSO4·7H2O foliar spray (0.4% w/v),Deionized water foliar spray,"{""cultivar"": ""Jinan 17"", ""N_rate"": ""275 kg/ha"", ""foliar_treatment"": ""ZnSO4 only""}",low,Specific cultivar and N rate combination [single-model fallback: Claude only],29.499999999999993,,,,,Dong_2018
Zn concentrations (mg kg−1),grain,59.7,40.0,,,,4,mg/kg,Table 3,ZnSO4·7H2O + Sucrose foliar spray (0.4% + 3.0% w/v),Deionized water foliar spray,"{""cultivar"": ""Jinan 17"", ""N_rate"": ""275 kg/ha"", ""foliar_treatment"": ""ZnSO4 + Sucrose""}",low,Specific cultivar and N rate combination [single-model fallback: Claude only],49.25000000000001,,,,,Dong_2018
Zn concentrations (mg kg−1),grain,51.2,38.6,,,,4,mg/kg,Table 3,ZnSO4·7H2O foliar spray (0.4% w/v),Deionized water foliar spray,"{""cultivar"": ""Luyuan 502"", ""N_rate"": ""275 kg/ha"", ""foliar_treatment"": ""ZnSO4 only""}",low,Specific cultivar and N rate combination [single-model fallback: Claude only],32.64248704663213,,,,,Dong_2018
Zn concentrations (mg kg−1),grain,58.7,38.6,,,,4,mg/kg,Table 3,ZnSO4·7H2O + Sucrose foliar spray (0.4% + 3.0% w/v),Deionized water foliar spray,"{""cultivar"": ""Luyuan 502"", ""N_rate"": ""275 kg/ha"", ""foliar_treatment"": ""ZnSO4 + Sucrose""}",low,Specific cultivar and N rate combination [single-model fallback: Claude only],52.07253886010362,,,,,Dong_2018
Zn concentrations (mg kg−1),grain,50.8,40.3,,,,4,mg/kg,Table 3,ZnSO4·7H2O foliar spray (0.4% w/v),Deionized water foliar spray,"{""cultivar"": ""Jimai 20"", ""N_rate"": ""275 kg/ha"", ""foliar_treatment"": ""ZnSO4 only""}",low,Specific cultivar and N rate combination [single-model fallback: Claude only],26.054590570719604,,,,,Dong_2018
Zn concentrations (mg kg−1),grain,56.9,40.3,,,,4,mg/kg,Table 3,ZnSO4·7H2O + Sucrose foliar spray (0.4% + 3.0% w/v),Deionized water foliar spray,"{""cultivar"": ""Jimai 20"", ""N_rate"": ""275 kg/ha"", ""foliar_treatment"": ""ZnSO4 + Sucrose""}",low,Specific cultivar and N rate combination [single-model fallback: Claude only],41.19106699751862,,,,,Dong_2018
Zn concentrations (mg kg−1),grain,53.3,43.8,,,,4,mg/kg,Table 3,ZnSO4·7H2O foliar spray (0.4% w/v),Deionized water foliar spray,"{""cultivar"": ""Jimai 22"", ""N_rate"": ""275 kg/ha"", ""foliar_treatment"": ""ZnSO4 only""}",low,Specific cultivar and N rate combination [single-model fallback: Claude only],21.68949771689498,,,,,Dong_2018
Zn concentrations (mg kg−1),grain,55.8,43.8,,,,4,mg/kg,Table 3,ZnSO4·7H2O + Sucrose foliar spray (0.4% + 3.0% w/v),Deionized water foliar spray,"{""cultivar"": ""Jimai 22"", ""N_rate"": ""275 kg/ha"", ""foliar_treatment"": ""ZnSO4 + Sucrose""}",low,Specific cultivar and N rate combination [single-model fallback: Claude only],27.397260273972606,,,,,Dong_2018
Panicle Zn concentration (mg kg-1),panicle,39,35,,,,5,mg/kg,Table 4,Zn-sufficient conditions (1.5μM ZnSO4·7H2O),Zn-deficient conditions (0.005μM ZnSO4·7H2O),"{""cultivar"": ""IR64"", ""experiment"": ""Experiment 2"", ""growth_stage"": ""50% flowering"", ""genotype"": ""IR64""}",high,Models agree (diff=0.0%),11.428571428571429,,,,,Li_2013
Brown rice Zn concentration (mg kg-1),grain,26,17,,,,5,mg/kg,Table 4,Zn-sufficient conditions (1.5μM ZnSO4·7H2O),Zn-deficient conditions (0.005μM ZnSO4·7H2O),"{""cultivar"": ""IR64"", ""experiment"": ""Experiment 2"", ""genotype"": ""IR64"", ""growth_stage"": ""maturity""}",high,Models agree (diff=0.0%),52.94117647058824,,,,,Li_2013
Panicle weight (g plant-1),panicle,0.6,0.42,,,,5,g/plant,Table 4,Zn-sufficient conditions (1.5μM ZnSO4·7H2O),Zn-deficient conditions (0.005μM ZnSO4·7H2O),"{""cultivar"": ""IR64"", ""experiment"": ""Experiment 2"", ""growth_stage"": ""50% flowering"", ""genotype"": ""IR64""}",high,Models agree (diff=0.0%),42.857142857142854,,,,,Li_2013
Grain weight (g plant-1),grain,3.2,2.5,,,,5,g/plant,Table 4,Zn-sufficient conditions (1.5μM ZnSO4·7H2O),Zn-deficient conditions (0.005μM ZnSO4·7H2O),"{""cultivar"": ""IR64"", ""experiment"": ""Experiment 2"", ""genotype"": ""IR64"", ""growth_stage"": ""maturity""}",high,Models agree (diff=0.0%),28.000000000000007,,,,,Li_2013
Panicle Zn concentration (mg kg-1),panicle,50,31,,,,5,mg/kg,Table 4,Zn-sufficient conditions (1.5μM ZnSO4·7H2O),Zn-deficient conditions (0.005μM ZnSO4·7H2O),"{""cultivar"": ""IR68144"", ""experiment"": ""Experiment 2"", ""growth_stage"": ""50% flowering"", ""genotype"": ""IR68144""}",high,Models agree (diff=0.0%),61.29032258064516,,,,,Li_2013
Brown rice Zn concentration (mg kg-1),grain,24,12,,,,5,mg/kg,Table 4,Zn-sufficient conditions (1.5μM ZnSO4·7H2O),Zn-deficient conditions (0.005μM ZnSO4·7H2O),"{""cultivar"": ""IR68144"", ""experiment"": ""Experiment 2"", ""genotype"": ""IR68144"", ""growth_stage"": ""maturity""}",high,Models agree (diff=0.0%),100.0,,,,,Li_2013
Panicle weight (g plant-1),panicle,0.31,0.52,,,,5,g/plant,Table 4,Zn-sufficient conditions (1.5μM ZnSO4·7H2O),Zn-deficient conditions (0.005μM ZnSO4·7H2O),"{""cultivar"": ""IR68144"", ""experiment"": ""Experiment 2"", ""growth_stage"": ""50% flowering"", ""genotype"": ""IR68144""}",high,Models agree (diff=0.0%),-40.38461538461539,,,,,Li_2013
Grain weight (g plant-1),grain,1.5,1.8,,,,5,g/plant,Table 4,Zn-sufficient conditions (1.5μM ZnSO4·7H2O),Zn-deficient conditions (0.005μM ZnSO4·7H2O),"{""cultivar"": ""IR68144"", ""experiment"": ""Experiment 2"", ""genotype"": ""IR68144"", ""growth_stage"": ""maturity""}",high,Models agree (diff=0.0%),-16.666666666666668,,,,,Li_2013
Panicle Zn concentration (mg kg-1),panicle,34,30,,,,5,mg/kg,Table 4,Zn-sufficient conditions (1.5μM ZnSO4·7H2O),Zn-deficient conditions (0.005μM ZnSO4·7H2O),"{""cultivar"": ""IR74"", ""experiment"": ""Experiment 2"", ""growth_stage"": ""50% flowering"", ""genotype"": ""IR74""}",high,Models agree (diff=0.0%),13.333333333333334,,,,,Li_2013
Brown rice Zn concentration (mg kg-1),grain,21,16,,,,5,mg/kg,Table 4,Zn-sufficient conditions (1.5μM ZnSO4·7H2O),Zn-deficient conditions (0.005μM ZnSO4·7H2O),"{""cultivar"": ""IR74"", ""experiment"": ""Experiment 2"", ""genotype"": ""IR74"", ""growth_stage"": ""maturity""}",high,Models agree (diff=0.0%),31.25,,,,,Li_2013
Panicle weight (g plant-1),panicle,0.71,1.15,,,,5,g/plant,Table 4,Zn-sufficient conditions (1.5μM ZnSO4·7H2O),Zn-deficient conditions (0.005μM ZnSO4·7H2O),"{""cultivar"": ""IR74"", ""experiment"": ""Experiment 2"", ""growth_stage"": ""50% flowering"", ""genotype"": ""IR74""}",high,Models agree (diff=0.0%),-38.260869565217384,,,,,Li_2013
Grain weight (g plant-1),grain,4.5,4.2,,,,5,g/plant,Table 4,Zn-sufficient conditions (1.5μM ZnSO4·7H2O),Zn-deficient conditions (0.005μM ZnSO4·7H2O),"{""cultivar"": ""IR74"", ""experiment"": ""Experiment 2"", ""genotype"": ""IR74"", ""growth_stage"": ""maturity""}",high,Models agree (diff=0.0%),7.142857142857138,,,,,Li_2013
Panicle Zn concentration (mg kg-1),panicle,47,42,,,,5,mg/kg,Table 4,Zn-sufficient conditions (1.5μM ZnSO4·7H2O),Zn-deficient conditions (0.005μM ZnSO4·7H2O),"{""cultivar"": ""IR82247"", ""experiment"": ""Experiment 2"", ""growth_stage"": ""50% flowering"", ""genotype"": ""IR82247""}",high,Models agree (diff=0.0%),11.904761904761903,,,,,Li_2013
Brown rice Zn concentration (mg kg-1),grain,18,16,,,,5,mg/kg,Table 4,Zn-sufficient conditions (1.5μM ZnSO4·7H2O),Zn-deficient conditions (0.005μM ZnSO4·7H2O),"{""cultivar"": ""IR82247"", ""experiment"": ""Experiment 2"", ""genotype"": ""IR82247"", ""growth_stage"": ""maturity""}",high,Models agree (diff=0.0%),12.5,,,,,Li_2013
Panicle weight (g plant-1),panicle,0.79,0.93,,,,5,g/plant,Table 4,Zn-sufficient conditions (1.5μM ZnSO4·7H2O),Zn-deficient conditions (0.005μM ZnSO4·7H2O),"{""cultivar"": ""IR82247"", ""experiment"": ""Experiment 2"", ""growth_stage"": ""50% flowering"", ""genotype"": ""IR82247""}",high,Models agree (diff=0.0%),-15.053763440860216,,,,,Li_2013
Grain weight (g plant-1),grain,3.2,2.6,,,,5,g/plant,Table 4,Zn-sufficient conditions (1.5μM ZnSO4·7H2O),Zn-deficient conditions (0.005μM ZnSO4·7H2O),"{""cultivar"": ""IR82247"", ""experiment"": ""Experiment 2"", ""genotype"": ""IR82247"", ""growth_stage"": ""maturity""}",high,Models agree (diff=0.0%),23.076923076923077,,,,,Li_2013
Panicle Zn concentration (mg kg-1),panicle,62,49,,,,5,mg/kg,Table 4,Zn-sufficient conditions (1.5μM ZnSO4·7H2O),Zn-deficient conditions (0.005μM ZnSO4·7H2O),"{""cultivar"": ""IR69428"", ""experiment"": ""Experiment 2"", ""growth_stage"": ""50% flowering"", ""genotype"": ""IR69428""}",high,Models agree (diff=0.0%),26.53061224489796,,,,,Li_2013
Brown rice Zn concentration (mg kg-1),grain,35,23,,,,5,mg/kg,Table 4,Zn-sufficient conditions (1.5μM ZnSO4·7H2O),Zn-deficient conditions (0.005μM ZnSO4·7H2O),"{""cultivar"": ""IR69428"", ""experiment"": ""Experiment 2"", ""genotype"": ""IR69428"", ""growth_stage"": ""maturity""}",high,Models agree (diff=0.0%),52.17391304347826,,,,,Li_2013
Panicle weight (g plant-1),panicle,0.32,0.29,,,,5,g/plant,Table 4,Zn-sufficient conditions (1.5μM ZnSO4·7H2O),Zn-deficient conditions (0.005μM ZnSO4·7H2O),"{""cultivar"": ""IR69428"", ""experiment"": ""Experiment 2"", ""growth_stage"": ""50% flowering"", ""genotype"": ""IR69428""}",high,Models agree (diff=0.0%),10.344827586206906,,,,,Li_2013
Grain weight (g plant-1),grain,0.7,1.4,,,,5,g/plant,Table 4,Zn-sufficient conditions (1.5μM ZnSO4·7H2O),Zn-deficient conditions (0.005μM ZnSO4·7H2O),"{""cultivar"": ""IR69428"", ""experiment"": ""Experiment 2"", ""genotype"": ""IR69428"", ""growth_stage"": ""maturity""}",high,Models agree (diff=0.0%),-50.0,,,,,Li_2013
Panicle Zn concentration (mg kg-1),panicle,49,18,,,,5,mg/kg,Table 4,Zn-sufficient conditions (1.5μM ZnSO4·7H2O),Zn-deficient conditions (0.005μM ZnSO4·7H2O),"{""cultivar"": ""IR75862"", ""experiment"": ""Experiment 2"", ""growth_stage"": ""50% flowering"", ""genotype"": ""IR75862""}",high,Models agree (diff=0.0%),172.22222222222223,,,,,Li_2013
Brown rice Zn concentration (mg kg-1),grain,29,18,,,,5,mg/kg,Table 4,Zn-sufficient conditions (1.5μM ZnSO4·7H2O),Zn-deficient conditions (0.005μM ZnSO4·7H2O),"{""cultivar"": ""IR75862"", ""experiment"": ""Experiment 2"", ""genotype"": ""IR75862"", ""growth_stage"": ""maturity""}",high,Models agree (diff=0.0%),61.111111111111114,,,,,Li_2013
Panicle weight (g plant-1),panicle,0.4,0.85,,,,5,g/plant,Table 4,Zn-sufficient conditions (1.5μM ZnSO4·7H2O),Zn-deficient conditions (0.005μM ZnSO4·7H2O),"{""cultivar"": ""IR75862"", ""experiment"": ""Experiment 2"", ""growth_stage"": ""50% flowering"", ""genotype"": ""IR75862""}",high,Models agree (diff=0.0%) [potential T/C swap - verify],-52.94117647058824,,,,,Li_2013
Grain weight (g plant-1),grain,0.2,0.2,,,,5,g/plant,Table 4,Zn-sufficient conditions (1.5μM ZnSO4·7H2O),Zn-deficient conditions (0.005μM ZnSO4·7H2O),"{""cultivar"": ""IR75862"", ""experiment"": ""Experiment 2"", ""genotype"": ""IR75862"", ""growth_stage"": ""maturity""}",high,Models agree (diff=0.0%),0.0,,,,,Li_2013
Panicle Zn concentration (mg kg-1),panicle,75,57,,,,5,mg/kg,Table 4,Zn-sufficient conditions (1.5μM ZnSO4·7H2O),Zn-deficient conditions (0.005μM ZnSO4·7H2O),"{""cultivar"": ""Joryoongbyeo"", ""experiment"": ""Experiment 2"", ""growth_stage"": ""50% flowering"", ""genotype"": ""Joryoongbyeo""}",high,Models agree (diff=0.0%),31.57894736842105,,,,,Li_2013
Brown rice Zn concentration (mg kg-1),grain,33,35,,,,5,mg/kg,Table 4,Zn-sufficient conditions (1.5μM ZnSO4·7H2O),Zn-deficient conditions (0.005μM ZnSO4·7H2O),"{""cultivar"": ""Joryoongbyeo"", ""experiment"": ""Experiment 2"", ""genotype"": ""Joryoongbyeo"", ""growth_stage"": ""maturity""}",high,Models agree (diff=0.0%),-5.714285714285714,,,,,Li_2013
Panicle weight (g plant-1),panicle,0.54,0.37,,,,5,g/plant,Table 4,Zn-sufficient conditions (1.5μM ZnSO4·7H2O),Zn-deficient conditions (0.005μM ZnSO4·7H2O),"{""cultivar"": ""Joryoongbyeo"", ""experiment"": ""Experiment 2"", ""growth_stage"": ""50% flowering"", ""genotype"": ""Joryoongbyeo""}",high,Models agree (diff=0.0%),45.94594594594596,,,,,Li_2013
Grain weight (g plant-1),grain,1.1,0.6,,,,5,g/plant,Table 4,Zn-sufficient conditions (1.5μM ZnSO4·7H2O),Zn-deficient conditions (0.005μM ZnSO4·7H2O),"{""cultivar"": ""Joryoongbyeo"", ""experiment"": ""Experiment 2"", ""genotype"": ""Joryoongbyeo"", ""growth_stage"": ""maturity""}",high,Models agree (diff=0.0%),83.33333333333336,,,,,Li_2013
Panicle Zn concentration (mg kg-1),panicle,49,30,,,,5,mg/kg,Table 4,Zn-sufficient conditions (1.5μM ZnSO4·7H2O),Zn-deficient conditions (0.005μM ZnSO4·7H2O),"{""cultivar"": ""RIL-46"", ""experiment"": ""Experiment 2"", ""growth_stage"": ""50% flowering"", ""genotype"": ""RIL-46""}",high,Models agree (diff=0.0%),63.33333333333333,,,,,Li_2013
Brown rice Zn concentration (mg kg-1),grain,26,20,,,,5,mg/kg,Table 4,Zn-sufficient conditions (1.5μM ZnSO4·7H2O),Zn-deficient conditions (0.005μM ZnSO4·7H2O),"{""cultivar"": ""RIL-46"", ""experiment"": ""Experiment 2"", ""genotype"": ""RIL-46"", ""growth_stage"": ""maturity""}",high,Models agree (diff=0.0%),30.0,,,,,Li_2013
Panicle weight (g plant-1),panicle,1.04,1.08,,,,5,g/plant,Table 4,Zn-sufficient conditions (1.5μM ZnSO4·7H2O),Zn-deficient conditions (0.005μM ZnSO4·7H2O),"{""cultivar"": ""RIL-46"", ""experiment"": ""Experiment 2"", ""growth_stage"": ""50% flowering"", ""genotype"": ""RIL-46""}",high,Models agree (diff=0.0%),-3.703703703703707,,,,,Li_2013
Grain weight (g plant-1),grain,3.4,3.0,,,,5,g/plant,Table 4,Zn-sufficient conditions (1.5μM ZnSO4·7H2O),Zn-deficient conditions (0.005μM ZnSO4·7H2O),"{""cultivar"": ""RIL-46"", ""experiment"": ""Experiment 2"", ""genotype"": ""RIL-46"", ""growth_stage"": ""maturity""}",high,Models agree (diff=0.0%),13.33333333333333,,,,,Li_2013
Panicle Zn concentration (mg kg-1),panicle,55,50,,,,5,mg/kg,Table 4,Zn-sufficient conditions (1.5μM ZnSO4·7H2O),Zn-deficient conditions (0.005μM ZnSO4·7H2O),"{""cultivar"": ""SWHOO"", ""experiment"": ""Experiment 2"", ""growth_stage"": ""50% flowering"", ""genotype"": ""SWHOO""}",high,Models agree (diff=0.0%),10.0,,,,,Li_2013
Brown rice Zn concentration (mg kg-1),grain,38,32,,,,5,mg/kg,Table 4,Zn-sufficient conditions (1.5μM ZnSO4·7H2O),Zn-deficient conditions (0.005μM ZnSO4·7H2O),"{""cultivar"": ""SWHOO"", ""experiment"": ""Experiment 2"", ""genotype"": ""SWHOO"", ""growth_stage"": ""maturity""}",high,Models agree (diff=0.0%),18.75,,,,,Li_2013
Panicle weight (g plant-1),panicle,0.83,0.44,,,,5,g/plant,Table 4,Zn-sufficient conditions (1.5μM ZnSO4·7H2O),Zn-deficient conditions (0.005μM ZnSO4·7H2O),"{""cultivar"": ""SWHOO"", ""experiment"": ""Experiment 2"", ""growth_stage"": ""50% flowering"", ""genotype"": ""SWHOO""}",high,Models agree (diff=0.0%),88.63636363636363,,,,,Li_2013
Grain weight (g plant-1),grain,1.2,1.2,,,,5,g/plant,Table 4,Zn-sufficient conditions (1.5μM ZnSO4·7H2O),Zn-deficient conditions (0.005μM ZnSO4·7H2O),"{""cultivar"": ""SWHOO"", ""experiment"": ""Experiment 2"", ""genotype"": ""SWHOO"", ""growth_stage"": ""maturity""}",high,Models agree (diff=0.0%),0.0,,,,,Li_2013
Panicle Zn concentration (mg kg-1),panicle,35,9,,,,5,mg/kg,Table 4,Zn-sufficient conditions (1.5μM ZnSO4·7H2O),Zn-deficient conditions (0.005μM ZnSO4·7H2O),"{""cultivar"": ""A69-1"", ""experiment"": ""Experiment 3"", ""growth_stage"": ""50% flowering"", ""genotype"": ""A69-1""}",high,Models agree (diff=0.0%),288.88888888888886,,,,,Li_2013
Brown rice Zn concentration (mg kg-1),grain,32,10,,,,5,mg/kg,Table 4,Zn-sufficient conditions (1.5μM ZnSO4·7H2O),Zn-deficient conditions (0.005μM ZnSO4·7H2O),"{""cultivar"": ""A69-1"", ""experiment"": ""Experiment 3"", ""genotype"": ""A69-1"", ""growth_stage"": ""maturity""}",high,Models agree (diff=0.0%),220.00000000000003,,,,,Li_2013
Panicle weight (g plant-1),panicle,1.04,0.54,,,,5,g/plant,Table 4,Zn-sufficient conditions (1.5μM ZnSO4·7H2O),Zn-deficient conditions (0.005μM ZnSO4·7H2O),"{""cultivar"": ""A69-1"", ""experiment"": ""Experiment 3"", ""growth_stage"": ""50% flowering"", ""genotype"": ""A69-1""}",high,Models agree (diff=0.0%),92.59259259259258,,,,,Li_2013
Grain weight (g plant-1),grain,1.0,1.3,,,,5,g/plant,Table 4,Zn-sufficient conditions (1.5μM ZnSO4·7H2O),Zn-deficient conditions (0.005μM ZnSO4·7H2O),"{""cultivar"": ""A69-1"", ""experiment"": ""Experiment 3"", ""genotype"": ""A69-1"", ""growth_stage"": ""maturity""}",high,Models agree (diff=0.0%),-23.076923076923077,,,,,Li_2013
Panicle Zn concentration (mg kg-1),panicle,29,8,,,,5,mg/kg,Table 4,Zn-sufficient conditions (1.5μM ZnSO4·7H2O),Zn-deficient conditions (0.005μM ZnSO4·7H2O),"{""cultivar"": ""IR55179"", ""experiment"": ""Experiment 3"", ""growth_stage"": ""50% flowering"", ""genotype"": ""IR55179""}",high,Models agree (diff=0.0%),262.5,,,,,Li_2013
Brown rice Zn concentration (mg kg-1),grain,20,7,,,,5,mg/kg,Table 4,Zn-sufficient conditions (1.5μM ZnSO4·7H2O),Zn-deficient conditions (0.005μM ZnSO4·7H2O),"{""cultivar"": ""IR55179"", ""experiment"": ""Experiment 3"", ""genotype"": ""IR55179"", ""growth_stage"": ""maturity""}",high,Models agree (diff=0.0%),185.71428571428572,,,,,Li_2013
Panicle weight (g plant-1),panicle,1.04,0.98,,,,5,g/plant,Table 4,Zn-sufficient conditions (1.5μM ZnSO4·7H2O),Zn-deficient conditions (0.005μM ZnSO4·7H2O),"{""cultivar"": ""IR55179"", ""experiment"": ""Experiment 3"", ""growth_stage"": ""50% flowering"", ""genotype"": ""IR55179""}",high,Models agree (diff=0.0%),6.122448979591842,,,,,Li_2013
Grain weight (g plant-1),grain,3.3,2.9,,,,5,g/plant,Table 4,Zn-sufficient conditions (1.5μM ZnSO4·7H2O),Zn-deficient conditions (0.005μM ZnSO4·7H2O),"{""cultivar"": ""IR55179"", ""experiment"": ""Experiment 3"", ""genotype"": ""IR55179"", ""growth_stage"": ""maturity""}",high,Models agree (diff=0.0%),13.79310344827586,,,,,Li_2013
Panicle Zn concentration (mg kg-1),panicle,46,19,,,,5,mg/kg,Table 4,Zn-sufficient conditions (1.5μM ZnSO4·7H2O),Zn-deficient conditions (0.005μM ZnSO4·7H2O),"{""cultivar"": ""IR69428"", ""experiment"": ""Experiment 3"", ""growth_stage"": ""50% flowering"", ""genotype"": ""IR69428""}",high,Models agree (diff=0.0%),142.10526315789474,,,,,Li_2013
Brown rice Zn concentration (mg kg-1),grain,30,18,,,,5,mg/kg,Table 4,Zn-sufficient conditions (1.5μM ZnSO4·7H2O),Zn-deficient conditions (0.005μM ZnSO4·7H2O),"{""cultivar"": ""IR69428"", ""experiment"": ""Experiment 3"", ""genotype"": ""IR69428"", ""growth_stage"": ""maturity""}",high,Models agree (diff=0.0%),66.66666666666666,,,,,Li_2013
Panicle weight (g plant-1),panicle,0.28,0.28,,,,5,g/plant,Table 4,Zn-sufficient conditions (1.5μM ZnSO4·7H2O),Zn-deficient conditions (0.005μM ZnSO4·7H2O),"{""cultivar"": ""IR69428"", ""experiment"": ""Experiment 3"", ""growth_stage"": ""50% flowering"", ""genotype"": ""IR69428""}",high,Models agree (diff=0.0%),0.0,,,,,Li_2013
Grain weight (g plant-1),grain,1.0,0.5,,,,5,g/plant,Table 4,Zn-sufficient conditions (1.5μM ZnSO4·7H2O),Zn-deficient conditions (0.005μM ZnSO4·7H2O),"{""cultivar"": ""IR69428"", ""experiment"": ""Experiment 3"", ""genotype"": ""IR69428"", ""growth_stage"": ""maturity""}",high,Models agree (diff=0.0%),100.0,,,,,Li_2013
