outcome_variable,treatment_description,control_description,treatment_mean,control_mean,treatment_n,control_n,data_source,notes,control_se,effect_pct,element,mod_AMF_status,mod_Cd_added_mg_kg,mod_Cu_added_mg_kg,mod_DAG,mod_K_supply_mg_per_l,mod_N_rate,mod_N_supply_mg_per_l,mod_P_level_mg_per_kg,mod_P_supply_mg_per_l,mod_TOS,mod_average_across,mod_boron_category,mod_boron_level,mod_category,mod_clipping,mod_clone,mod_co2_control,mod_co2_elevated,mod_co2_level,mod_co2_ppm,mod_co2_treatment,mod_cohort,mod_crop,mod_cultivar,mod_culture_system,mod_days_from_seeding,mod_duration_days,mod_ecotype,mod_experiment,mod_fe_supply,mod_fungal_species,mod_genotype,mod_growth_form,mod_growth_stage,mod_harvest,mod_harvest_day,mod_harvest_time,mod_irrigation,mod_leaf_age,mod_leaf_position,mod_maturity,mod_measurement,mod_method,mod_mixture,mod_n_amendment,mod_n_form,mod_needle_age,mod_needle_year,mod_nitrogen_concentration,mod_nitrogen_level,mod_note,mod_nutrient_treatment,mod_o3,mod_o3_treatment,mod_ozone,mod_p_status,mod_p_treatment,mod_p_value,mod_photosynthetic_pathway,mod_rainfall_year,mod_sampling_date,mod_season,mod_significance,mod_soil,mod_soil_fertility,mod_soil_k,mod_soil_moisture,mod_sowing,mod_species,mod_tissue,mod_variety,mod_year,mod_years,n,paper_id,se_control,se_treatment,site,species,tissue,treatment_se,unit
N,elevated CO2 (~693 umol/mol),ambient CO2 (~362 umol/mol),7.46,10.7,4,4,Table 5,,0.63,-30.28,N,,,,,,,,,,,,,,,,,,,,,,1997,,,,,,,,,,,,,,,,,,,,,,,,,1-year-old,,,,,,,,,,,,,,,,,,,,,,Pinus sylvestris,,,,,4,042_Luomala_2005,,,,,needle,0.52,mg/g DW
N,elevated CO2 (~693 umol/mol),ambient CO2 (~362 umol/mol),9.27,10.84,4,4,Table 5,,0.65,-14.48,N,,,,,,,,,,,,,,,,,,,,,,1998,,,,,,,,,,,,,,,,,,,,,,,,,current-year,,,,,,,,,,,,,,,,,,,,,,Pinus sylvestris,,,,,4,042_Luomala_2005,,,,,needle,0.35,mg/g DW
N,elevated CO2 (~693 umol/mol),ambient CO2 (~362 umol/mol),7.95,9.04,4,4,Table 5,,0.4,-12.06,N,,,,,,,,,,,,,,,,,,,,,,1998,,,,,,,,,,,,,,,,,,,,,,,,,1-year-old,,,,,,,,,,,,,,,,,,,,,,Pinus sylvestris,,,,,4,042_Luomala_2005,,,,,needle,0.46,mg/g DW
N,elevated CO2 (~693 umol/mol),ambient CO2 (~362 umol/mol),10.13,11.16,4,4,Table 5,,0.89,-9.23,N,,,,,,,,,,,,,,,,,,,,,,1999,,,,,,,,,,,,,,,,,,,,,,,,,current-year,,,,,,,,,,,,,,,,,,,,,,Pinus sylvestris,,,,,4,042_Luomala_2005,,,,,needle,0.2,mg/g DW
P,elevated CO2 (~693 umol/mol),ambient CO2 (~362 umol/mol),1.15,1.37,4,4,Table 5,,0.04,-16.06,P,,,,,,,,,,,,,,,,,,,,,,1997,,,,,,,,,,,,,,,,,,,,,,,,,current-year,,,,,,,,,,,,,,,,,,,,,,Pinus sylvestris,,,,,4,042_Luomala_2005,,,,,needle,0.15,mg/g DW
P,elevated CO2 (~693 umol/mol),ambient CO2 (~362 umol/mol),0.93,1.09,4,4,Table 5,,0.08,-14.68,P,,,,,,,,,,,,,,,,,,,,,,1997,,,,,,,,,,,,,,,,,,,,,,,,,1-year-old,,,,,,,,,,,,,,,,,,,,,,Pinus sylvestris,,,,,4,042_Luomala_2005,,,,,needle,0.06,mg/g DW
P,elevated CO2 (~693 umol/mol),ambient CO2 (~362 umol/mol),1.44,1.61,4,4,Table 5,,0.06,-10.56,P,,,,,,,,,,,,,,,,,,,,,,1998,,,,,,,,,,,,,,,,,,,,,,,,,current-year,,,,,,,,,,,,,,,,,,,,,,Pinus sylvestris,,,,,4,042_Luomala_2005,,,,,needle,0.06,mg/g DW
P,elevated CO2 (~693 umol/mol),ambient CO2 (~362 umol/mol),1.03,0.85,4,4,Table 5,,0.13,21.18,P,,,,,,,,,,,,,,,,,,,,,,1998,,,,,,,,,,,,,,,,,,,,,,,,,1-year-old,,,,,,,,,,,,,,,,,,,,,,Pinus sylvestris,,,,,4,042_Luomala_2005,,,,,needle,0.05,mg/g DW
P,elevated CO2 (~693 umol/mol),ambient CO2 (~362 umol/mol),1.53,1.75,4,4,Table 5,,0.17,-12.57,P,,,,,,,,,,,,,,,,,,,,,,1999,,,,,,,,,,,,,,,,,,,,,,,,,current-year,,,,,,,,,,,,,,,,,,,,,,Pinus sylvestris,,,,,4,042_Luomala_2005,,,,,needle,0.18,mg/g DW
K,elevated CO2 (~693 umol/mol),ambient CO2 (~362 umol/mol),5.28,6.32,4,4,Table 5,,0.35,-16.46,K,,,,,,,,,,,,,,,,,,,,,,1997,,,,,,,,,,,,,,,,,,,,,,,,,current-year,,,,,,,,,,,,,,,,,,,,,,Pinus sylvestris,,,,,4,042_Luomala_2005,,,,,needle,0.53,mg/g DW
K,elevated CO2 (~693 umol/mol),ambient CO2 (~362 umol/mol),4.6,5.1,4,4,Table 5,,0.5,-9.8,K,,,,,,,,,,,,,,,,,,,,,,1997,,,,,,,,,,,,,,,,,,,,,,,,,1-year-old,,,,,,,,,,,,,,,,,,,,,,Pinus sylvestris,,,,,4,042_Luomala_2005,,,,,needle,0.79,mg/g DW
K,elevated CO2 (~693 umol/mol),ambient CO2 (~362 umol/mol),8.39,7.9,4,4,Table 5,,0.25,6.2,K,,,,,,,,,,,,,,,,,,,,,,1998,,,,,,,,,,,,,,,,,,,,,,,,,current-year,,,,,,,,,,,,,,,,,,,,,,Pinus sylvestris,,,,,4,042_Luomala_2005,,,,,needle,0.42,mg/g DW
K,elevated CO2 (~693 umol/mol),ambient CO2 (~362 umol/mol),4.78,4.1,4,4,Table 5,,0.35,16.59,K,,,,,,,,,,,,,,,,,,,,,,1998,,,,,,,,,,,,,,,,,,,,,,,,,1-year-old,,,,,,,,,,,,,,,,,,,,,,Pinus sylvestris,,,,,4,042_Luomala_2005,,,,,needle,0.28,mg/g DW
K,elevated CO2 (~693 umol/mol),ambient CO2 (~362 umol/mol),8.31,8.89,4,4,Table 5,,0.61,-6.52,K,,,,,,,,,,,,,,,,,,,,,,1999,,,,,,,,,,,,,,,,,,,,,,,,,current-year,,,,,,,,,,,,,,,,,,,,,,Pinus sylvestris,,,,,4,042_Luomala_2005,,,,,needle,0.6,mg/g DW
Ca,elevated CO2 (~693 umol/mol),ambient CO2 (~362 umol/mol),1.38,1.67,4,4,Table 5,,0.06,-17.37,Ca,,,,,,,,,,,,,,,,,,,,,,1997,,,,,,,,,,,,,,,,,,,,,,,,,current-year,,,,,,,,,,,,,,,,,,,,,,Pinus sylvestris,,,,,4,042_Luomala_2005,,,,,needle,0.2,mg/g DW
Ca,elevated CO2 (~693 umol/mol),ambient CO2 (~362 umol/mol),1.65,1.48,4,4,Table 5,,0.17,11.49,Ca,,,,,,,,,,,,,,,,,,,,,,1998,,,,,,,,,,,,,,,,,,,,,,,,,current-year,,,,,,,,,,,,,,,,,,,,,,Pinus sylvestris,,,,,4,042_Luomala_2005,,,,,needle,0.26,mg/g DW
Mg,elevated CO2 (~693 umol/mol),ambient CO2 (~362 umol/mol),1.03,1.09,4,4,Table 5,,0.06,-5.5,Mg,,,,,,,,,,,,,,,,,,,,,,1997,,,,,,,,,,,,,,,,,,,,,,,,,current-year,,,,,,,,,,,,,,,,,,,,,,Pinus sylvestris,,,,,4,042_Luomala_2005,,,,,needle,0.08,mg/g DW
Mg,elevated CO2 (~693 umol/mol),ambient CO2 (~362 umol/mol),0.75,0.66,4,4,Table 5,,0.08,13.64,Mg,,,,,,,,,,,,,,,,,,,,,,1997,,,,,,,,,,,,,,,,,,,,,,,,,1-year-old,,,,,,,,,,,,,,,,,,,,,,Pinus sylvestris,,,,,4,042_Luomala_2005,,,,,needle,0.04,mg/g DW
Mg,elevated CO2 (~693 umol/mol),ambient CO2 (~362 umol/mol),0.96,0.85,4,4,Table 5,,0.07,12.94,Mg,,,,,,,,,,,,,,,,,,,,,,1998,,,,,,,,,,,,,,,,,,,,,,,,,current-year,,,,,,,,,,,,,,,,,,,,,,Pinus sylvestris,,,,,4,042_Luomala_2005,,,,,needle,0.05,mg/g DW
Mg,elevated CO2 (~693 umol/mol),ambient CO2 (~362 umol/mol),0.64,0.58,4,4,Table 5,,0.02,10.34,Mg,,,,,,,,,,,,,,,,,,,,,,1998,,,,,,,,,,,,,,,,,,,,,,,,,1-year-old,,,,,,,,,,,,,,,,,,,,,,Pinus sylvestris,,,,,4,042_Luomala_2005,,,,,needle,0.02,mg/g DW
Mg,elevated CO2 (~693 umol/mol),ambient CO2 (~362 umol/mol),0.7,0.74,4,4,Table 5,,0.05,-5.41,Mg,,,,,,,,,,,,,,,,,,,,,,1999,,,,,,,,,,,,,,,,,,,,,,,,,current-year,,,,,,,,,,,,,,,,,,,,,,Pinus sylvestris,,,,,4,042_Luomala_2005,,,,,needle,0.09,mg/g DW
S,elevated CO2 (~693 umol/mol),ambient CO2 (~362 umol/mol),761.5,828.5,4,4,Table 5,,77.5,-8.09,S,,,,,,,,,,,,,,,,,,,,,,1997,,,,,,,,,,,,,,,,,,,,,,,,,current-year,,,,,,,,,,,,,,,,,,,,,,Pinus sylvestris,,,,,4,042_Luomala_2005,,,,,needle,39.6,ug/g DW
S,elevated CO2 (~693 umol/mol),ambient CO2 (~362 umol/mol),650.0,788.8,4,4,Table 5,,42.4,-17.6,S,,,,,,,,,,,,,,,,,,,,,,1997,,,,,,,,,,,,,,,,,,,,,,,,,1-year-old,,,,,,,,,,,,,,,,,,,,,,Pinus sylvestris,,,,,4,042_Luomala_2005,,,,,needle,27.2,ug/g DW
S,elevated CO2 (~693 umol/mol),ambient CO2 (~362 umol/mol),747.3,793.5,4,4,Table 5,,35.0,-5.82,S,,,,,,,,,,,,,,,,,,,,,,1998,,,,,,,,,,,,,,,,,,,,,,,,,current-year,,,,,,,,,,,,,,,,,,,,,,Pinus sylvestris,,,,,4,042_Luomala_2005,,,,,needle,20.2,ug/g DW
S,elevated CO2 (~693 umol/mol),ambient CO2 (~362 umol/mol),632.3,600.5,4,4,Table 5,,50.1,5.3,S,,,,,,,,,,,,,,,,,,,,,,1998,,,,,,,,,,,,,,,,,,,,,,,,,1-year-old,,,,,,,,,,,,,,,,,,,,,,Pinus sylvestris,,,,,4,042_Luomala_2005,,,,,needle,48.7,ug/g DW
Cu,elevated CO2 (~693 umol/mol),ambient CO2 (~362 umol/mol),3.33,4.27,4,4,Table 5,,0.44,-22.01,Cu,,,,,,,,,,,,,,,,,,,,,,1997,,,,,,,,,,,,,,,,,,,,,,,,,current-year,,,,,,,,,,,,,,,,,,,,,,Pinus sylvestris,,,,,4,042_Luomala_2005,,,,,needle,0.19,ug/g DW
Cu,elevated CO2 (~693 umol/mol),ambient CO2 (~362 umol/mol),2.87,3.32,4,4,Table 5,,0.14,-13.55,Cu,,,,,,,,,,,,,,,,,,,,,,1997,,,,,,,,,,,,,,,,,,,,,,,,,1-year-old,,,,,,,,,,,,,,,,,,,,,,Pinus sylvestris,,,,,4,042_Luomala_2005,,,,,needle,0.25,ug/g DW
Cu,elevated CO2 (~693 umol/mol),ambient CO2 (~362 umol/mol),3.72,4.08,4,4,Table 5,,0.13,-8.82,Cu,,,,,,,,,,,,,,,,,,,,,,1998,,,,,,,,,,,,,,,,,,,,,,,,,current-year,,,,,,,,,,,,,,,,,,,,,,Pinus sylvestris,,,,,4,042_Luomala_2005,,,,,needle,0.28,ug/g DW
Cu,elevated CO2 (~693 umol/mol),ambient CO2 (~362 umol/mol),4.67,3.24,4,4,Table 5,,0.1,44.14,Cu,,,,,,,,,,,,,,,,,,,,,,1998,,,,,,,,,,,,,,,,,,,,,,,,,1-year-old,,,,,,,,,,,,,,,,,,,,,,Pinus sylvestris,,,,,4,042_Luomala_2005,,,,,needle,1.02,ug/g DW
Zn,elevated CO2 (~693 umol/mol),ambient CO2 (~362 umol/mol),59.42,67.66,4,4,Table 5,,6.53,-12.18,Zn,,,,,,,,,,,,,,,,,,,,,,1997,,,,,,,,,,,,,,,,,,,,,,,,,current-year,,,,,,,,,,,,,,,,,,,,,,Pinus sylvestris,,,,,4,042_Luomala_2005,,,,,needle,9.41,ug/g DW
Zn,elevated CO2 (~693 umol/mol),ambient CO2 (~362 umol/mol),42.53,48.19,4,4,Table 5,,3.35,-11.75,Zn,,,,,,,,,,,,,,,,,,,,,,1997,,,,,,,,,,,,,,,,,,,,,,,,,1-year-old,,,,,,,,,,,,,,,,,,,,,,Pinus sylvestris,,,,,4,042_Luomala_2005,,,,,needle,11.54,ug/g DW
Zn,elevated CO2 (~693 umol/mol),ambient CO2 (~362 umol/mol),58.95,49.3,4,4,Table 5,,5.77,19.57,Zn,,,,,,,,,,,,,,,,,,,,,,1998,,,,,,,,,,,,,,,,,,,,,,,,,current-year,,,,,,,,,,,,,,,,,,,,,,Pinus sylvestris,,,,,4,042_Luomala_2005,,,,,needle,5.5,ug/g DW
Zn,elevated CO2 (~693 umol/mol),ambient CO2 (~362 umol/mol),42.73,42.15,4,4,Table 5,,4.0,1.38,Zn,,,,,,,,,,,,,,,,,,,,,,1998,,,,,,,,,,,,,,,,,,,,,,,,,1-year-old,,,,,,,,,,,,,,,,,,,,,,Pinus sylvestris,,,,,4,042_Luomala_2005,,,,,needle,7.33,ug/g DW
Zn,elevated CO2 (~693 umol/mol),ambient CO2 (~362 umol/mol),50.75,50.98,4,4,Table 5,,2.58,-0.45,Zn,,,,,,,,,,,,,,,,,,,,,,1999,,,,,,,,,,,,,,,,,,,,,,,,,current-year,,,,,,,,,,,,,,,,,,,,,,Pinus sylvestris,,,,,4,042_Luomala_2005,,,,,needle,5.06,ug/g DW
Fe,elevated CO2 (~693 umol/mol),ambient CO2 (~362 umol/mol),56.05,58.28,4,4,Table 5,,7.59,-3.83,Fe,,,,,,,,,,,,,,,,,,,,,,1997,,,,,,,,,,,,,,,,,,,,,,,,,1-year-old,,,,,,,,,,,,,,,,,,,,,,Pinus sylvestris,,,,,4,042_Luomala_2005,,,,,needle,9.41,ug/g DW
Fe,elevated CO2 (~693 umol/mol),ambient CO2 (~362 umol/mol),57.95,50.28,4,4,Table 5,,8.28,15.25,Fe,,,,,,,,,,,,,,,,,,,,,,1998,,,,,,,,,,,,,,,,,,,,,,,,,1-year-old,,,,,,,,,,,,,,,,,,,,,,Pinus sylvestris,,,,,4,042_Luomala_2005,,,,,needle,9.18,ug/g DW
Mn,elevated CO2 (~693 umol/mol),ambient CO2 (~362 umol/mol),448.3,369.1,4,4,Table 5,,58.2,21.46,Mn,,,,,,,,,,,,,,,,,,,,,,1997,,,,,,,,,,,,,,,,,,,,,,,,,current-year,,,,,,,,,,,,,,,,,,,,,,Pinus sylvestris,,,,,4,042_Luomala_2005,,,,,needle,87.2,ug/g DW
Mn,elevated CO2 (~693 umol/mol),ambient CO2 (~362 umol/mol),840.0,592.3,4,4,Table 5,,140.4,41.82,Mn,,,,,,,,,,,,,,,,,,,,,,1997,,,,,,,,,,,,,,,,,,,,,,,,,1-year-old,,,,,,,,,,,,,,,,,,,,,,Pinus sylvestris,,,,,4,042_Luomala_2005,,,,,needle,213.5,ug/g DW
Mn,elevated CO2 (~693 umol/mol),ambient CO2 (~362 umol/mol),474.0,292.0,4,4,Table 5,,32.1,62.33,Mn,,,,,,,,,,,,,,,,,,,,,,1998,,,,,,,,,,,,,,,,,,,,,,,,,current-year,,,,,,,,,,,,,,,,,,,,,,Pinus sylvestris,,,,,4,042_Luomala_2005,,,,,needle,82.9,ug/g DW
Mn,elevated CO2 (~693 umol/mol),ambient CO2 (~362 umol/mol),579.5,502.8,4,4,Table 5,,82.8,15.25,Mn,,,,,,,,,,,,,,,,,,,,,,1998,,,,,,,,,,,,,,,,,,,,,,,,,1-year-old,,,,,,,,,,,,,,,,,,,,,,Pinus sylvestris,,,,,4,042_Luomala_2005,,,,,needle,91.8,ug/g DW
Mn,elevated CO2 (~693 umol/mol),ambient CO2 (~362 umol/mol),300.8,279.3,4,4,Table 5,,27.6,7.7,Mn,,,,,,,,,,,,,,,,,,,,,,1999,,,,,,,,,,,,,,,,,,,,,,,,,current-year,,,,,,,,,,,,,,,,,,,,,,Pinus sylvestris,,,,,4,042_Luomala_2005,,,,,needle,97.7,ug/g DW
B,elevated CO2 (~693 umol/mol),ambient CO2 (~362 umol/mol),14.83,14.15,4,4,Table 5,,1.1,4.81,B,,,,,,,,,,,,,,,,,,,,,,1997,,,,,,,,,,,,,,,,,,,,,,,,,current-year,,,,,,,,,,,,,,,,,,,,,,Pinus sylvestris,,,,,4,042_Luomala_2005,,,,,needle,1.65,ug/g DW
B,elevated CO2 (~693 umol/mol),ambient CO2 (~362 umol/mol),14.93,9.9,4,4,Table 5,,1.54,50.81,B,,,,,,,,,,,,,,,,,,,,,,1997,,,,,,,,,,,,,,,,,,,,,,,,,1-year-old,,,,,,,,,,,,,,,,,,,,,,Pinus sylvestris,,,,,4,042_Luomala_2005,,,,,needle,3.04,ug/g DW
B,elevated CO2 (~693 umol/mol),ambient CO2 (~362 umol/mol),10.95,11.0,4,4,Table 5,,2.53,-0.45,B,,,,,,,,,,,,,,,,,,,,,,1998,,,,,,,,,,,,,,,,,,,,,,,,,current-year,,,,,,,,,,,,,,,,,,,,,,Pinus sylvestris,,,,,4,042_Luomala_2005,,,,,needle,1.65,ug/g DW
Ca,elevated CO2 (~693 umol/mol),ambient CO2 (~362 umol/mol),2.57,2.62,4,4,Table 5,,0.32,-1.91,Ca,,,,,,,,,,,,,,,,,,,,,,1997,,,,,,,,,,,,,,,,,,,,,,,,,1-year-old,,,,,,,,,,,,,,,,,,,,,,Pinus sylvestris,,,,,4,042_Luomala_2005,,,,,needle,0.46,mg/g DW
Ca,elevated CO2 (~693 umol/mol),ambient CO2 (~362 umol/mol),2.62,2.48,4,4,Table 5,,0.33,5.65,Ca,,,,,,,,,,,,,,,,,,,,,,1998,,,,,,,,,,,,,,,,,,,,,,,,,1-year-old,,,,,,,,,,,,,,,,,,,,,,Pinus sylvestris,,,,,4,042_Luomala_2005,,,,,needle,0.37,mg/g DW
Ca,elevated CO2 (~693 umol/mol),ambient CO2 (~362 umol/mol),1.59,1.69,4,4,Table 5,,0.09,-5.92,Ca,,,,,,,,,,,,,,,,,,,,,,1999,,,,,,,,,,,,,,,,,,,,,,,,,current-year,,,,,,,,,,,,,,,,,,,,,,Pinus sylvestris,,,,,4,042_Luomala_2005,,,,,needle,0.36,mg/g DW
Fe,elevated CO2 (~693 umol/mol),ambient CO2 (~362 umol/mol),42.53,48.19,4,4,Table 5,,3.35,-11.75,Fe,,,,,,,,,,,,,,,,,,,,,,1997,,,,,,,,,,,,,,,,,,,,,,,,,current-year,,,,,,,,,,,,,,,,,,,,,,Pinus sylvestris,,,,,4,042_Luomala_2005,,,,,needle,11.54,ug/g DW
Fe,elevated CO2 (~693 umol/mol),ambient CO2 (~362 umol/mol),45.18,38.43,4,4,Table 5,,1.99,17.56,Fe,,,,,,,,,,,,,,,,,,,,,,1998,,,,,,,,,,,,,,,,,,,,,,,,,current-year,,,,,,,,,,,,,,,,,,,,,,Pinus sylvestris,,,,,4,042_Luomala_2005,,,,,needle,10.43,ug/g DW
Fe,elevated CO2 (~693 umol/mol),ambient CO2 (~362 umol/mol),60.28,76.23,4,4,Table 5,,8.77,-20.92,Fe,,,,,,,,,,,,,,,,,,,,,,1999,,,,,,,,,,,,,,,,,,,,,,,,,current-year,,,,,,,,,,,,,,,,,,,,,,Pinus sylvestris,,,,,4,042_Luomala_2005,,,,,needle,3.91,ug/g DW
B,elevated CO2 (~693 umol/mol),ambient CO2 (~362 umol/mol),10.95,11.0,4,4,Table 5,,2.53,-0.45,B,,,,,,,,,,,,,,,,,,,,,,1998,,,,,,,,,,,,,,,,,,,,,,,,,1-year-old,,,,,,,,,,,,,,,,,,,,,,Pinus sylvestris,,,,,4,042_Luomala_2005,,,,,needle,1.65,ug/g DW
B,elevated CO2 (~693 umol/mol),ambient CO2 (~362 umol/mol),14.13,14.08,4,4,Table 5,,1.24,0.36,B,,,,,,,,,,,,,,,,,,,,,,1999,,,,,,,,,,,,,,,,,,,,,,,,,current-year,,,,,,,,,,,,,,,,,,,,,,Pinus sylvestris,,,,,4,042_Luomala_2005,,,,,needle,1.82,ug/g DW
S,elevated CO2 (~693 umol/mol),ambient CO2 (~362 umol/mol),761.5,828.5,4,4,Table 5,,77.5,-8.09,S,,,,,,,,,,,,,,,,,,,,,,1999,,,,,,,,,,,,,,,,,,,,,,,,,current-year,,,,,,,,,,,,,,,,,,,,,,Pinus sylvestris,,,,,4,042_Luomala_2005,,,,,needle,39.6,ug/g DW
Cu,elevated CO2 (~693 umol/mol),ambient CO2 (~362 umol/mol),3.33,4.27,4,4,Table 5,,0.44,-22.01,Cu,,,,,,,,,,,,,,,,,,,,,,1999,,,,,,,,,,,,,,,,,,,,,,,,,current-year,,,,,,,,,,,,,,,,,,,,,,Pinus sylvestris,,,,,4,042_Luomala_2005,,,,,needle,0.19,ug/g DW
Al,elevated CO2,ambient CO2,106.6,144.2,,,Table 6,,20.6,-26.07,Al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,Duke,Pinus taeda,leaf (0-yr needles),14.7,ug/g
Co,elevated CO2,ambient CO2,133.3,198.3,,,Table 6,,21.8,-32.78,Co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,Duke,Pinus taeda,leaf (0-yr needles),8.6,ng/g
Pb,elevated CO2,ambient CO2,123.4,92.4,,,Table 6,,19.3,33.55,Pb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,Duke,Pinus taeda,leaf (0-yr needles),25.6,ng/g
V,elevated CO2,ambient CO2,8.8,11.8,,,Table 6,,2.7,-25.42,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,Duke,Pinus taeda,leaf (0-yr needles),0.4,ng/g
Cu,elevated CO2,ambient CO2,3.5,3.2,,,Table 6,,0.3,9.37,Cu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,Duke,Pinus taeda,leaf (0-yr needles),0.2,ug/g
Fe,elevated CO2,ambient CO2,13.6,13.9,,,Table 6,,0.6,-2.16,Fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,Duke,Pinus taeda,leaf (0-yr needles),0.6,ug/g
Mn,elevated CO2,ambient CO2,253.0,253.6,,,Table 6,,19.9,-0.24,Mn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,Duke,Pinus taeda,leaf (0-yr needles),28.4,ug/g
Mo,elevated CO2,ambient CO2,25.5,35.3,,,Table 6,,1.0,-27.76,Mo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,Duke,Pinus taeda,leaf (0-yr needles),2.6,ng/g
Ni,elevated CO2,ambient CO2,2.1,2.7,,,Table 6,,1.6,-22.22,Ni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,Duke,Pinus taeda,leaf (0-yr needles),0.1,ug/g
Zn,elevated CO2,ambient CO2,24.7,29.7,,,Table 6,,4.1,-16.84,Zn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,Duke,Pinus taeda,leaf (0-yr needles),2.7,ug/g
Al,elevated CO2,ambient CO2,94.6,144.5,,,Table 6,,12.4,-34.53,Al,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,Duke,Pinus taeda,leaf (1-yr needles),15.8,ug/g
Co,elevated CO2,ambient CO2,213.7,200.6,,,Table 6,,26.5,6.53,Co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,Duke,Pinus taeda,leaf (1-yr needles),10.1,ng/g
Pb,elevated CO2,ambient CO2,162.5,216.2,,,Table 6,,23.2,-24.84,Pb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,Duke,Pinus taeda,leaf (1-yr needles),23.2,ng/g
V,elevated CO2,ambient CO2,30.6,30.0,,,Table 6,,4.4,2.0,V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,Duke,Pinus taeda,leaf (1-yr needles),1.1,ng/g
Cu,elevated CO2,ambient CO2,2.0,2.1,,,Table 6,,0.2,-4.76,Cu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,Duke,Pinus taeda,leaf (1-yr needles),0.1,ug/g
Fe,elevated CO2,ambient CO2,21.7,20.0,,,Table 6,,1.6,8.5,Fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,Duke,Pinus taeda,leaf (1-yr needles),0.8,ug/g
Mn,elevated CO2,ambient CO2,502.5,506.7,,,Table 6,,10.2,-0.83,Mn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,Duke,Pinus taeda,leaf (1-yr needles),31.6,ug/g
Mo,elevated CO2,ambient CO2,31.9,35.3,,,Table 6,,0.1,-9.63,Mo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,Duke,Pinus taeda,leaf (1-yr needles),6.6,ng/g
Ni,elevated CO2,ambient CO2,0.3,0.8,,,Table 6,,0.3,-62.5,Ni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,Duke,Pinus taeda,leaf (1-yr needles),0.1,ug/g
Zn,elevated CO2,ambient CO2,37.7,41.1,,,Table 6,,9.0,-8.27,Zn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,043_Natali_2009,,,Duke,Pinus taeda,leaf (1-yr needles),4.8,ug/g
