paper_id,outcome,outcome_unit,source_type,table_or_figure,treatment_mean,control_mean,effect_pct,treatment_n,control_n,variance_type,variance_value,variance_treatment,variance_control,se_treatment,se_control,sd_treatment,sd_control,treatment_description,control_description,confidence,notes,title,authors,year,journal,doi,mod_crop_type,mod_crop_species,mod_region,mod_climate_zone,mod_study_duration,mod_organic_certification_status,mod_experiment_type,mod_irrigation,mod_soil_type,mod_original_source,p_value,significance,mod_study_duration_years,mod_cropping_system,mod_variety,mod_year_of_harvest,mod_locations,mod_design,mod_rice_cultivars,mod_wheat_cultivars,mod_country,mod_year_of_observation,mod_data_source,mod_system_comparison,mod_metric,mod_OA_area_ha,mod_CA_area_ha,mod_total_regions,mod_OA_CA_ratio,mod_control_crop_species,mod_N_input_treatment_kg_ha,mod_N_input_control_kg_ha,mod_same_crop,mod_wheat_cultivar,mod_tillage_treatment,mod_org_product_type,mod_conv_product_type,mod_org_years_grown,mod_conv_years_grown,mod_replicates_per_year,mod_cycle,mod_organic_certification,mod_cultivar,mod_companion_crop,mod_location,mod_experimental_design,mod_plot_size_m2,mod_plant_population_maize,mod_plant_population_bean,mod_years_since_conversion,mod_site,mod_fertilization_intensity,mod_cross,mod_subpopulation,mod_cultivation_site,mod_station,mod_region_country,mod_number_of_localities,mod_fertilizer_type,mod_study_phase,mod_system_type,mod_planting_density,mod_shade_canopy_pct,mod_crop_role,mod_study_period,mod_analysis,mod_comparison_type,mod_n_organic_sites,mod_n_conv_sites,mod_note,mod_altitude_m,mod_precipitation_mm,mod_evapotranspiration_mm,mod_study_duration_years_organic,mod_study_duration_years_conv,mod_organic_period,mod_conv_period,mod_study_duration_days,mod_amendment_rate_t_ha,mod_amendment_source,mod_organic_area_share_pct,mod_yield_modifier,mod_farm_type,mod_soil_quality_SQR,mod_cropland_pct,mod_cereals_pct_cropland,mod_livestock_density_LU_ha,mod_grass_clover_pct_cropland,mod_cultivar_type,mod_plant_density,mod_elevation_m,mod_year,mod_rotation,mod_green_manure_for_organic,mod_hybrid_note,mod_green_manure_N_kg_ha,mod_experiment_name,mod_milling_fraction,mod_row_width_cm,mod_N_fertilizer_kg_ha,mod_harvest_product,mod_tillage_system,mod_tillage_depth,mod_green_manure_treatment,mod_elevation,mod_pH,mod_Corg,mod_harvest_year,mod_soil_pH,mod_organic_N_level_pct,mod_years,mod_cultivar_class,mod_rotation_established,mod_conventional_intensity,mod_conventional_N_rate_kg_ha,mod_organic_preceding_crop,mod_conventional_preceding_crop,mod_vermicompost_type,mod_application_rate_t_ha,mod_cropping_sequence,mod_effect_type,mod_NPK_dose_kg_ha,mod_organic_amendment,mod_season,mod_basal_NPK_applied,mod_region_or_country,mod_original_study,mod_oxygenation_method,mod_organic_input_count,mod_organic_inputs
MPrabhakar_2011_Growth_and_yield_of_French,Pod yield,t/ha,table,Table 2,15.61,15.93,-2.0087884494664174,4.0,4.0,LSD,0.76,,,,,,,T2: 50% recommended dose of N through FYM (organic),T5: Conventional practice (Recommended FYM @25t/ha + Recommended NPK fertilizers),high,Pooled data of 4 years. CD(P=0.05) = 0.76 t/ha. T2 received 50% RDN through FYM plus base 25t/ha FYM.,Growth and yield of French bean (Phaseolus vulgaris L.) under organic farming,"M. Prabhakar, S.S. Hebbar, A.K. Nair",2011,Journal of Applied Horticulture,,legume,French bean (Phaseolus vulgaris),"Bangalore, Karnataka, India",tropical,,organic-principles,field trial,irrigated (inline drip),sandy loam,,,,4.0,,,,,RBD with 4 replications,,,,,,,,,,,,,,,,,,,,,,,,,Arka Anoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.81,50.0,2007-2010,,,,,,,,,,,,,,,,,,,
MPrabhakar_2011_Growth_and_yield_of_French,Pod yield,t/ha,table,Table 2,17.45,15.93,9.54174513496547,4.0,4.0,LSD,0.76,,,,,,,T3: 75% recommended dose of N through FYM (organic),T5: Conventional practice (Recommended FYM @25t/ha + Recommended NPK fertilizers),high,"Pooled data of 4 years. CD(P=0.05) = 0.76 t/ha. T3 yield (17.45) exceeds T5 (15.93) by 1.52 t/ha, which exceeds CD (0.76), so significantly higher than conventional. Organic outperforms conventional here.",Growth and yield of French bean (Phaseolus vulgaris L.) under organic farming,"M. Prabhakar, S.S. Hebbar, A.K. Nair",2011,Journal of Applied Horticulture,,legume,French bean (Phaseolus vulgaris),"Bangalore, Karnataka, India",tropical,,organic-principles,field trial,irrigated (inline drip),sandy loam,,,*,4.0,,,,,RBD with 4 replications,,,,,,,,,,,,,,,,,,,,,,,,,Arka Anoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.81,75.0,2007-2010,,,,,,,,,,,,,,,,,,,
MPrabhakar_2011_Growth_and_yield_of_French,Pod yield,t/ha,table,Table 2,17.77,15.93,11.55053358443189,4.0,4.0,LSD,0.76,,,,,,,T4: 100% recommended dose of N through FYM (organic),T5: Conventional practice (Recommended FYM @25t/ha + Recommended NPK fertilizers),high,"Pooled data of 4 years. CD(P=0.05) = 0.76 t/ha. T4 yield (17.77) exceeds T5 (15.93) by 1.84 t/ha, significantly higher than conventional. Highest yielding treatment in entire trial.",Growth and yield of French bean (Phaseolus vulgaris L.) under organic farming,"M. Prabhakar, S.S. Hebbar, A.K. Nair",2011,Journal of Applied Horticulture,,legume,French bean (Phaseolus vulgaris),"Bangalore, Karnataka, India",tropical,,organic-principles,field trial,irrigated (inline drip),sandy loam,,,*,4.0,,,,,RBD with 4 replications,,,,,,,,,,,,,,,,,,,,,,,,,Arka Anoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.81,100.0,2007-2010,,,,,,,,,,,,,,,,,,,
MPrabhakar_2011_Growth_and_yield_of_French,Pod yield,t/ha,table,Table 2,14.86,12.5,18.879999999999995,4.0,4.0,LSD,0.76,,,,,,,T1: 25% recommended dose of N through FYM (organic),T6: Only recommended NPK fertilizers (chemical-only conventional),high,Pooled data of 4 years. CD(P=0.05) = 0.76 t/ha. T6 is chemical-only conventional (no FYM). Difference of 2.36 t/ha exceeds CD. All organic treatments outperformed T6.,Growth and yield of French bean (Phaseolus vulgaris L.) under organic farming,"M. Prabhakar, S.S. Hebbar, A.K. Nair",2011,Journal of Applied Horticulture,,legume,French bean (Phaseolus vulgaris),"Bangalore, Karnataka, India",tropical,,organic-principles,field trial,irrigated (inline drip),sandy loam,,,*,4.0,,,,,RBD with 4 replications,,,,,,,,,,,,,,,,,,,,,,,,,Arka Anoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.81,25.0,2007-2010,,,,,,,,,,,,,,,,,,,
MPrabhakar_2011_Growth_and_yield_of_French,Pod yield,t/ha,table,Table 2,15.61,12.5,24.879999999999995,4.0,4.0,LSD,0.76,,,,,,,T2: 50% recommended dose of N through FYM (organic),T6: Only recommended NPK fertilizers (chemical-only conventional),high,Pooled data of 4 years. CD(P=0.05) = 0.76 t/ha. Control is chemical-only (T6).,Growth and yield of French bean (Phaseolus vulgaris L.) under organic farming,"M. Prabhakar, S.S. Hebbar, A.K. Nair",2011,Journal of Applied Horticulture,,legume,French bean (Phaseolus vulgaris),"Bangalore, Karnataka, India",tropical,,organic-principles,field trial,irrigated (inline drip),sandy loam,,,*,4.0,,,,,RBD with 4 replications,,,,,,,,,,,,,,,,,,,,,,,,,Arka Anoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.81,50.0,2007-2010,,,,,,,,,,,,,,,,,,,
MPrabhakar_2011_Growth_and_yield_of_French,Pod yield,t/ha,table,Table 2,17.45,12.5,39.599999999999994,4.0,4.0,LSD,0.76,,,,,,,T3: 75% recommended dose of N through FYM (organic),T6: Only recommended NPK fertilizers (chemical-only conventional),high,Pooled data of 4 years. CD(P=0.05) = 0.76 t/ha. Control is chemical-only (T6).,Growth and yield of French bean (Phaseolus vulgaris L.) under organic farming,"M. Prabhakar, S.S. Hebbar, A.K. Nair",2011,Journal of Applied Horticulture,,legume,French bean (Phaseolus vulgaris),"Bangalore, Karnataka, India",tropical,,organic-principles,field trial,irrigated (inline drip),sandy loam,,,*,4.0,,,,,RBD with 4 replications,,,,,,,,,,,,,,,,,,,,,,,,,Arka Anoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.81,75.0,2007-2010,,,,,,,,,,,,,,,,,,,
MPrabhakar_2011_Growth_and_yield_of_French,Pod yield,t/ha,table,Table 2,17.77,12.5,42.16,4.0,4.0,LSD,0.76,,,,,,,T4: 100% recommended dose of N through FYM (organic),T6: Only recommended NPK fertilizers (chemical-only conventional),high,Pooled data of 4 years. CD(P=0.05) = 0.76 t/ha. Control is chemical-only (T6). Largest yield gap favoring organic in this study.,Growth and yield of French bean (Phaseolus vulgaris L.) under organic farming,"M. Prabhakar, S.S. Hebbar, A.K. Nair",2011,Journal of Applied Horticulture,,legume,French bean (Phaseolus vulgaris),"Bangalore, Karnataka, India",tropical,,organic-principles,field trial,irrigated (inline drip),sandy loam,,,*,4.0,,,,,RBD with 4 replications,,,,,,,,,,,,,,,,,,,,,,,,,Arka Anoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.81,100.0,2007-2010,,,,,,,,,,,,,,,,,,,
MPrabhakar_2011_Growth_and_yield_of_French,Pod weight per plant,g/plant,table,Table 2,160.1,143.5,11.567944250871076,4.0,4.0,LSD,6.84,,,,,,,T4: 100% recommended dose of N through FYM (organic),T5: Conventional practice (Recommended FYM @25t/ha + Recommended NPK fertilizers),high,"Pooled data of 4 years. CD(P=0.05) = 6.84 g. Difference (16.6 g) exceeds CD, significantly higher organic pod weight. Best organic (T4) vs conventional (T5).",Growth and yield of French bean (Phaseolus vulgaris L.) under organic farming,"M. Prabhakar, S.S. Hebbar, A.K. Nair",2011,Journal of Applied Horticulture,,legume,French bean (Phaseolus vulgaris),"Bangalore, Karnataka, India",tropical,,organic-principles,field trial,irrigated (inline drip),sandy loam,,,*,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arka Anoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,2007-2010,,,,,,,,,,,,,,,,,,,
MPrabhakar_2011_Growth_and_yield_of_French,Pod weight per plant,g/plant,table,Table 2,157.2,143.5,9.547038327526124,4.0,4.0,LSD,6.84,,,,,,,T3: 75% recommended dose of N through FYM (organic),T5: Conventional practice (Recommended FYM @25t/ha + Recommended NPK fertilizers),high,Pooled data of 4 years. CD(P=0.05) = 6.84 g. Difference (13.7 g) exceeds CD.,Growth and yield of French bean (Phaseolus vulgaris L.) under organic farming,"M. Prabhakar, S.S. Hebbar, A.K. Nair",2011,Journal of Applied Horticulture,,legume,French bean (Phaseolus vulgaris),"Bangalore, Karnataka, India",tropical,,organic-principles,field trial,irrigated (inline drip),sandy loam,,,*,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arka Anoop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,2007-2010,,,,,,,,,,,,,,,,,,,
MVáňová_2008_The_content_of_Fusarium_mycotoxins,Grain yield,t/ha,table,Table 5 vs Table 6,6.49,8.0,-18.874999999999996,4.0,4.0,,,,,,,,,"Organic crop rotation (IFOAM 8-course, preceding crop clover, no synthetic inputs)","Conventional crop rotation (4-course, preceding crop oilseed rape, low input intensity, 90 kg N/ha)",high,3-year means (2004-2006) averaged over 4 replicates per year. n=4 is per-year replication; total plot-years=12. Table 10 shows organic yield is significantly lower than all conventional intensities (homogeneous groups a vs b).,"The content of Fusarium mycotoxins, grain yield and quality of winter wheat cultivars under organic and conventional cropping systems","M. Váňová, K. Klem, P. Míša, P. Matušinsky, J. Hajšlová, K. Lancová",2008,"Plant, Soil and Environment",,cereal,winter wheat,Czech Republic,temperate,,organic-principles,long-term trial,rainfed,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Batis,,,,,,,,Kroměříž,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,1991.0,low,90.0,clover,oilseed rape,,,,,,,,,,,,,
MVáňová_2008_The_content_of_Fusarium_mycotoxins,Grain yield,t/ha,table,Table 5 vs Table 6,6.91,8.45,-18.22485207100591,4.0,4.0,,,,,,,,,"Organic crop rotation (IFOAM 8-course, preceding crop clover, no synthetic inputs)","Conventional crop rotation (4-course, preceding crop oilseed rape, low input intensity, 90 kg N/ha)",high,3-year means (2004-2006) averaged over 4 replicates per year.,"The content of Fusarium mycotoxins, grain yield and quality of winter wheat cultivars under organic and conventional cropping systems","M. Váňová, K. Klem, P. Míša, P. Matušinsky, J. Hajšlová, K. Lancová",2008,"Plant, Soil and Environment",,cereal,winter wheat,Czech Republic,temperate,,organic-principles,long-term trial,rainfed,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bill,,,,,,,,Kroměříž,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,1991.0,low,90.0,clover,oilseed rape,,,,,,,,,,,,,
MVáňová_2008_The_content_of_Fusarium_mycotoxins,Grain yield,t/ha,table,Table 5 vs Table 6,7.17,8.78,-18.33712984054669,4.0,4.0,,,,,,,,,"Organic crop rotation (IFOAM 8-course, preceding crop clover, no synthetic inputs)","Conventional crop rotation (4-course, preceding crop oilseed rape, low input intensity, 90 kg N/ha)",high,3-year means (2004-2006) averaged over 4 replicates per year.,"The content of Fusarium mycotoxins, grain yield and quality of winter wheat cultivars under organic and conventional cropping systems","M. Váňová, K. Klem, P. Míša, P. Matušinsky, J. Hajšlová, K. Lancová",2008,"Plant, Soil and Environment",,cereal,winter wheat,Czech Republic,temperate,,organic-principles,long-term trial,rainfed,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complet,,,,,,,,Kroměříž,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,1991.0,low,90.0,clover,oilseed rape,,,,,,,,,,,,,
MVáňová_2008_The_content_of_Fusarium_mycotoxins,Grain yield,t/ha,table,Table 5 vs Table 6,6.86,8.0,-14.249999999999996,4.0,4.0,,,,,,,,,"Organic crop rotation (IFOAM 8-course, preceding crop clover, no synthetic inputs)","Conventional crop rotation (4-course, preceding crop oilseed rape, low input intensity, 90 kg N/ha)",high,3-year means (2004-2006) averaged over 4 replicates per year.,"The content of Fusarium mycotoxins, grain yield and quality of winter wheat cultivars under organic and conventional cropping systems","M. Váňová, K. Klem, P. Míša, P. Matušinsky, J. Hajšlová, K. Lancová",2008,"Plant, Soil and Environment",,cereal,winter wheat,Czech Republic,temperate,,organic-principles,long-term trial,rainfed,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Contra,,,,,,,,Kroměříž,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,1991.0,low,90.0,clover,oilseed rape,,,,,,,,,,,,,
MVáňová_2008_The_content_of_Fusarium_mycotoxins,Grain yield,t/ha,table,Table 5 vs Table 6,6.99,7.9,-11.518987341772153,4.0,4.0,,,,,,,,,"Organic crop rotation (IFOAM 8-course, preceding crop clover, no synthetic inputs)","Conventional crop rotation (4-course, preceding crop oilseed rape, low input intensity, 90 kg N/ha)",high,3-year means (2004-2006) averaged over 4 replicates per year.,"The content of Fusarium mycotoxins, grain yield and quality of winter wheat cultivars under organic and conventional cropping systems","M. Váňová, K. Klem, P. Míša, P. Matušinsky, J. Hajšlová, K. Lancová",2008,"Plant, Soil and Environment",,cereal,winter wheat,Czech Republic,temperate,,organic-principles,long-term trial,rainfed,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drifter,,,,,,,,Kroměříž,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,1991.0,low,90.0,clover,oilseed rape,,,,,,,,,,,,,
MVáňová_2008_The_content_of_Fusarium_mycotoxins,Grain yield,t/ha,table,Table 5 vs Table 6,6.67,7.46,-10.589812332439678,4.0,4.0,,,,,,,,,"Organic crop rotation (IFOAM 8-course, preceding crop clover, no synthetic inputs)","Conventional crop rotation (4-course, preceding crop oilseed rape, low input intensity, 90 kg N/ha)",high,3-year means (2004-2006) averaged over 4 replicates per year.,"The content of Fusarium mycotoxins, grain yield and quality of winter wheat cultivars under organic and conventional cropping systems","M. Váňová, K. Klem, P. Míša, P. Matušinsky, J. Hajšlová, K. Lancová",2008,"Plant, Soil and Environment",,cereal,winter wheat,Czech Republic,temperate,,organic-principles,long-term trial,rainfed,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ebi,,,,,,,,Kroměříž,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,1991.0,low,90.0,clover,oilseed rape,,,,,,,,,,,,,
MVáňová_2008_The_content_of_Fusarium_mycotoxins,Grain yield,t/ha,table,Table 5 vs Table 6,6.06,7.58,-20.052770448548817,4.0,4.0,,,,,,,,,"Organic crop rotation (IFOAM 8-course, preceding crop clover, no synthetic inputs)","Conventional crop rotation (4-course, preceding crop oilseed rape, low input intensity, 90 kg N/ha)",high,3-year means (2004-2006) averaged over 4 replicates per year.,"The content of Fusarium mycotoxins, grain yield and quality of winter wheat cultivars under organic and conventional cropping systems","M. Váňová, K. Klem, P. Míša, P. Matušinsky, J. Hajšlová, K. Lancová",2008,"Plant, Soil and Environment",,cereal,winter wheat,Czech Republic,temperate,,organic-principles,long-term trial,rainfed,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Estica,,,,,,,,Kroměříž,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,1991.0,low,90.0,clover,oilseed rape,,,,,,,,,,,,,
MVáňová_2008_The_content_of_Fusarium_mycotoxins,Grain yield,t/ha,table,Table 5 vs Table 6,7.13,7.87,-9.402795425667094,4.0,4.0,,,,,,,,,"Organic crop rotation (IFOAM 8-course, preceding crop clover, no synthetic inputs)","Conventional crop rotation (4-course, preceding crop oilseed rape, low input intensity, 90 kg N/ha)",high,3-year means (2004-2006) averaged over 4 replicates per year.,"The content of Fusarium mycotoxins, grain yield and quality of winter wheat cultivars under organic and conventional cropping systems","M. Váňová, K. Klem, P. Míša, P. Matušinsky, J. Hajšlová, K. Lancová",2008,"Plant, Soil and Environment",,cereal,winter wheat,Czech Republic,temperate,,organic-principles,long-term trial,rainfed,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ludwig,,,,,,,,Kroměříž,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,1991.0,low,90.0,clover,oilseed rape,,,,,,,,,,,,,
MVáňová_2008_The_content_of_Fusarium_mycotoxins,Grain yield,t/ha,table,Table 5 vs Table 6,6.24,7.6,-17.894736842105257,4.0,4.0,,,,,,,,,"Organic crop rotation (IFOAM 8-course, preceding crop clover, no synthetic inputs)","Conventional crop rotation (4-course, preceding crop oilseed rape, low input intensity, 90 kg N/ha)",high,3-year means (2004-2006) averaged over 4 replicates per year.,"The content of Fusarium mycotoxins, grain yield and quality of winter wheat cultivars under organic and conventional cropping systems","M. Váňová, K. Klem, P. Míša, P. Matušinsky, J. Hajšlová, K. Lancová",2008,"Plant, Soil and Environment",,cereal,winter wheat,Czech Republic,temperate,,organic-principles,long-term trial,rainfed,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sulamit,,,,,,,,Kroměříž,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,1991.0,low,90.0,clover,oilseed rape,,,,,,,,,,,,,
MVáňová_2008_The_content_of_Fusarium_mycotoxins,Grain yield,t/ha,table,Table 5 vs Table 7,6.49,8.25,-21.333333333333332,4.0,4.0,,,,,,,,,"Organic crop rotation (IFOAM 8-course, preceding crop clover, no synthetic inputs)","Conventional crop rotation (4-course, preceding crop oilseed rape, medium input intensity, 120 kg N/ha)",high,3-year means (2004-2006) averaged over 4 replicates per year.,"The content of Fusarium mycotoxins, grain yield and quality of winter wheat cultivars under organic and conventional cropping systems","M. Váňová, K. Klem, P. Míša, P. Matušinsky, J. Hajšlová, K. Lancová",2008,"Plant, Soil and Environment",,cereal,winter wheat,Czech Republic,temperate,,organic-principles,long-term trial,rainfed,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Batis,,,,,,,,Kroměříž,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,1991.0,medium,120.0,clover,oilseed rape,,,,,,,,,,,,,
MVáňová_2008_The_content_of_Fusarium_mycotoxins,Grain yield,t/ha,table,Table 5 vs Table 7,6.91,8.79,-21.387940841865746,4.0,4.0,,,,,,,,,"Organic crop rotation (IFOAM 8-course, preceding crop clover, no synthetic inputs)","Conventional crop rotation (4-course, preceding crop oilseed rape, medium input intensity, 120 kg N/ha)",high,3-year means (2004-2006) averaged over 4 replicates per year.,"The content of Fusarium mycotoxins, grain yield and quality of winter wheat cultivars under organic and conventional cropping systems","M. Váňová, K. Klem, P. Míša, P. Matušinsky, J. Hajšlová, K. Lancová",2008,"Plant, Soil and Environment",,cereal,winter wheat,Czech Republic,temperate,,organic-principles,long-term trial,rainfed,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bill,,,,,,,,Kroměříž,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,1991.0,medium,120.0,clover,oilseed rape,,,,,,,,,,,,,
MVáňová_2008_The_content_of_Fusarium_mycotoxins,Grain yield,t/ha,table,Table 5 vs Table 7,7.17,9.41,-23.804463336875667,4.0,4.0,,,,,,,,,"Organic crop rotation (IFOAM 8-course, preceding crop clover, no synthetic inputs)","Conventional crop rotation (4-course, preceding crop oilseed rape, medium input intensity, 120 kg N/ha)",high,3-year means (2004-2006) averaged over 4 replicates per year.,"The content of Fusarium mycotoxins, grain yield and quality of winter wheat cultivars under organic and conventional cropping systems","M. Váňová, K. Klem, P. Míša, P. Matušinsky, J. Hajšlová, K. Lancová",2008,"Plant, Soil and Environment",,cereal,winter wheat,Czech Republic,temperate,,organic-principles,long-term trial,rainfed,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complet,,,,,,,,Kroměříž,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,1991.0,medium,120.0,clover,oilseed rape,,,,,,,,,,,,,
MVáňová_2008_The_content_of_Fusarium_mycotoxins,Grain yield,t/ha,table,Table 5 vs Table 7,6.86,8.38,-18.138424821002392,4.0,4.0,,,,,,,,,"Organic crop rotation (IFOAM 8-course, preceding crop clover, no synthetic inputs)","Conventional crop rotation (4-course, preceding crop oilseed rape, medium input intensity, 120 kg N/ha)",high,3-year means (2004-2006) averaged over 4 replicates per year.,"The content of Fusarium mycotoxins, grain yield and quality of winter wheat cultivars under organic and conventional cropping systems","M. Váňová, K. Klem, P. Míša, P. Matušinsky, J. Hajšlová, K. Lancová",2008,"Plant, Soil and Environment",,cereal,winter wheat,Czech Republic,temperate,,organic-principles,long-term trial,rainfed,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Contra,,,,,,,,Kroměříž,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,1991.0,medium,120.0,clover,oilseed rape,,,,,,,,,,,,,
MVáňová_2008_The_content_of_Fusarium_mycotoxins,Grain yield,t/ha,table,Table 5 vs Table 7,6.99,8.2,-14.7560975609756,4.0,4.0,,,,,,,,,"Organic crop rotation (IFOAM 8-course, preceding crop clover, no synthetic inputs)","Conventional crop rotation (4-course, preceding crop oilseed rape, medium input intensity, 120 kg N/ha)",high,3-year means (2004-2006) averaged over 4 replicates per year.,"The content of Fusarium mycotoxins, grain yield and quality of winter wheat cultivars under organic and conventional cropping systems","M. Váňová, K. Klem, P. Míša, P. Matušinsky, J. Hajšlová, K. Lancová",2008,"Plant, Soil and Environment",,cereal,winter wheat,Czech Republic,temperate,,organic-principles,long-term trial,rainfed,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drifter,,,,,,,,Kroměříž,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,1991.0,medium,120.0,clover,oilseed rape,,,,,,,,,,,,,
MVáňová_2008_The_content_of_Fusarium_mycotoxins,Grain yield,t/ha,table,Table 5 vs Table 7,6.67,8.11,-17.755856966707764,4.0,4.0,,,,,,,,,"Organic crop rotation (IFOAM 8-course, preceding crop clover, no synthetic inputs)","Conventional crop rotation (4-course, preceding crop oilseed rape, medium input intensity, 120 kg N/ha)",high,3-year means (2004-2006) averaged over 4 replicates per year.,"The content of Fusarium mycotoxins, grain yield and quality of winter wheat cultivars under organic and conventional cropping systems","M. Váňová, K. Klem, P. Míša, P. Matušinsky, J. Hajšlová, K. Lancová",2008,"Plant, Soil and Environment",,cereal,winter wheat,Czech Republic,temperate,,organic-principles,long-term trial,rainfed,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ebi,,,,,,,,Kroměříž,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,1991.0,medium,120.0,clover,oilseed rape,,,,,,,,,,,,,
MVáňová_2008_The_content_of_Fusarium_mycotoxins,Grain yield,t/ha,table,Table 5 vs Table 7,6.06,7.87,-22.99872935196951,4.0,4.0,,,,,,,,,"Organic crop rotation (IFOAM 8-course, preceding crop clover, no synthetic inputs)","Conventional crop rotation (4-course, preceding crop oilseed rape, medium input intensity, 120 kg N/ha)",high,3-year means (2004-2006) averaged over 4 replicates per year.,"The content of Fusarium mycotoxins, grain yield and quality of winter wheat cultivars under organic and conventional cropping systems","M. Váňová, K. Klem, P. Míša, P. Matušinsky, J. Hajšlová, K. Lancová",2008,"Plant, Soil and Environment",,cereal,winter wheat,Czech Republic,temperate,,organic-principles,long-term trial,rainfed,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Estica,,,,,,,,Kroměříž,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,1991.0,medium,120.0,clover,oilseed rape,,,,,,,,,,,,,
